method,point_index,x
BOBYQA,444,"[0.2809791851123753, 0.2730206208446926, 0.011639708030797044, 0.16944888905175237, 0.011402272021949366, 0.006969988941594849, 0.03238133503232934, 0.006599177109485675, 0.16405839567628916, 0.18705031129884941]"
BOBYQA,445,"[0.2809796749762368, 0.27301954925533595, 0.011628967018902632, 0.16941675057488204, 0.011384409345352174, 0.006974063291356043, 0.03238947570329348, 0.0066051131499849595, 0.1640612474422462, 0.18705255751494906]"
BOBYQA,446,"[0.28098070950448795, 0.2730175907090277, 0.011607714824070308, 0.16935284606725468, 0.011347880252479778, 0.006983013448273623, 0.03240516830585606, 0.006617006383139807, 0.1640668425018537, 0.18705767225544717]"
BOBYQA,447,"[0.28097130439910795, 0.27301471794652576, 0.0115940464872996, 0.16934919445518565, 0.011317925492837194, 0.00700790894651314, 0.03241493661744872, 0.0066425581395477265, 0.1640739443812372, 0.18708562207343887]"
BOBYQA,448,"[0.2809801945268066, 0.27301440706533303, 0.011586250840730183, 0.16933129235743338, 0.011339641760053842, 0.007019866805704202, 0.032483711139780054, 0.0066487427368094225, 0.1640924116672543, 0.18710031221628132]"
BOBYQA,449,"[0.2809715967948009, 0.2730141874140008, 0.011581989076343262, 0.16931574999196194, 0.011323553806495107, 0.00704056518071647, 0.03248580208133053, 0.006654556075966029, 0.16409532784394046, 0.18712338572889803]"
BOBYQA,450,"[0.2809515528452994, 0.2730178203795178, 0.01157492397764923, 0.16930351162654803, 0.01133809419047808, 0.007036421366683806, 0.03247375630039944, 0.006678733902323176, 0.16409758008444722, 0.18711869384565505]"
BOBYQA,451,"[0.2809494570557785, 0.2730224387400984, 0.011571845570938153, 0.16929481059949736, 0.011329987768153693, 0.0070439853910242945, 0.03247338708014713, 0.0066841800896319465, 0.16409987330132356, 0.18713014414179324]"
BOBYQA,452,"[0.2809485013741251, 0.27302546501956937, 0.01156891748226495, 0.1693007645770912, 0.011318387465162384, 0.0070460843653342995, 0.0324679315084018, 0.006693691978734661, 0.16409584296631285, 0.18712175074365178]"
BOBYQA,453,"[0.2809437725707774, 0.2730232757357017, 0.011568694435022763, 0.16929787871383473, 0.01131414652381563, 0.007043110776555455, 0.03247303413717675, 0.006692003671256985, 0.16409333592375722, 0.18712018000510708]"
BOBYQA,454,"[0.28094143052922715, 0.2730258771098685, 0.011571451762786488, 0.16929819833601606, 0.011311061618467061, 0.0070427242189629695, 0.03247207949753445, 0.006689393872481345, 0.16410094259320304, 0.18711799075757657]"
BOBYQA,455,"[0.28093677457182203, 0.27302782375171014, 0.011572113033214605, 0.169294275100351, 0.01131573469791, 0.007039802689245565, 0.032471605871753, 0.006694531473124818, 0.16410170202614327, 0.1871169255899812]"
BOBYQA,456,"[0.28093705682248254, 0.2730192580603442, 0.011573755691745747, 0.16929093552183502, 0.011314424686063673, 0.007039208129894644, 0.03247347321979824, 0.00669438923726929, 0.16410412231522864, 0.18711580153331148]"
BOBYQA,457,"[0.280938504584393, 0.27302021434113805, 0.01157463077888669, 0.16928609276810117, 0.011319331478386605, 0.007034002789623984, 0.03247787885934481, 0.006693468198232963, 0.16410440280593208, 0.18711467785841474]"
BOBYQA,458,"[0.28093710449266923, 0.273019978425875, 0.011572052379961431, 0.16927989443699715, 0.011315702213436158, 0.007036532019029438, 0.03248128449608936, 0.006697074480464412, 0.16410590617694565, 0.18711722429015773]"
BOBYQA,459,"[0.28093618362090156, 0.27302113913748466, 0.011571267688844445, 0.16928497953748037, 0.011315933774297524, 0.0070387412830556885, 0.032486684847965706, 0.006701284777360615, 0.16410942975390766, 0.18711988705070895]"
BOBYQA,460,"[0.2809327842970842, 0.27302149442372686, 0.011571784799053185, 0.16928657906702801, 0.011311990153387961, 0.007036833855248085, 0.03248415356812391, 0.006708045922664808, 0.1641128011154798, 0.18711820910479288]"
BOBYQA,461,"[0.28093377063878316, 0.2730188792194396, 0.011572066467911205, 0.16928746271501588, 0.011312768880496378, 0.007039233750140977, 0.032483011087184814, 0.006710756766615341, 0.16411304521741177, 0.18711709186234068]"
BOBYQA,462,"[0.2809326070222462, 0.27301899131415414, 0.011571710936061522, 0.1692863641233447, 0.011312095310737793, 0.007039719183347378, 0.032482993540339615, 0.006712311150655053, 0.1641135623981392, 0.18711751244481387]"
BOBYQA,463,"[0.2809325334248926, 0.27301951615046305, 0.01157195807461569, 0.1692864033087263, 0.011312070970269084, 0.0070399651968366134, 0.03248286855435889, 0.0067123189734685385, 0.16411400352482716, 0.18711689185897987]"
BOBYQA,464,"[0.2809325604654819, 0.273019488949706, 0.01157178867212224, 0.16928583451246149, 0.011311484196957758, 0.007040170806569937, 0.032483205572364914, 0.0067125292588439646, 0.16411421979375032, 0.18711665701663757]"
BOBYQA,465,"[0.28093258982255165, 0.27301945608807354, 0.011571481093459091, 0.1692845880191656, 0.011310381862644396, 0.007040537881969279, 0.032483778431198325, 0.006713007847854262, 0.16411471988529536, 0.18711621824952343]"
BOBYQA,466,"[0.28093266077169143, 0.27301938667637216, 0.011570847781025635, 0.16928214575427833, 0.011308144907930789, 0.007041301662807872, 0.032484969803938286, 0.0067139332947601495, 0.16411570523917426, 0.18711532924164423]"
BOBYQA,467,"[0.28093283520487083, 0.2730192386556708, 0.011569531339985199, 0.1692774058397291, 0.011303592152349813, 0.007042916811053236, 0.03248747203757994, 0.00671569314442734, 0.16411764501322176, 0.18711351524016887]"
BOBYQA,468,"[0.28093318882671126, 0.2730190140850171, 0.011566850811968014, 0.1692680248165228, 0.011294474726373734, 0.007046275690894964, 0.03249252178445125, 0.006719138015359448, 0.16412160581291702, 0.18710988603238785]"
BOBYQA,469,"[0.2809342319770945, 0.27301962035135735, 0.01156089918321183, 0.16925051915745393, 0.011276146766622851, 0.007054577371248074, 0.03250304614235303, 0.00672481841988498, 0.1641305499436653, 0.18710261859066885]"
BOBYQA,470,"[0.2809348549519594, 0.2730125884388488, 0.011552004733874056, 0.16921241887915314, 0.011240409300949987, 0.0070618984645784205, 0.03252846780725156, 0.006745275174954938, 0.16413582520559356, 0.1870930223127298]"
BOBYQA,471,"[0.28093560747056595, 0.2730083213230368, 0.011548793572902708, 0.1692172581087267, 0.011235108068342556, 0.007053189226008193, 0.03252330744803009, 0.0067489535756141555, 0.16414310221567452, 0.18709124115555045]"
BOBYQA,472,"[0.2809311846143634, 0.2730142901284096, 0.011552406187245704, 0.16922397667609756, 0.011233201736915782, 0.007050647732864194, 0.032531361407182414, 0.0067518237514359375, 0.1641425939864509, 0.1870835492231277]"
BOBYQA,473,"[0.28093273616354464, 0.27301297962579935, 0.011553095437714336, 0.16922616112515282, 0.011232557184486677, 0.00705537020692735, 0.03252843369999387, 0.006756318870598648, 0.16414169221507852, 0.1870820259280889]"
BOBYQA,474,"[0.2809313861547044, 0.27301129777557326, 0.011555411980837281, 0.1692255565760988, 0.011231564642403165, 0.007055987136419647, 0.03252771278447749, 0.006754710306728819, 0.16414270034139014, 0.1870823833452091]"
BOBYQA,475,"[0.2809313053145278, 0.27301121960119207, 0.011555325292651164, 0.16922508456431176, 0.011231025670206778, 0.007056071174223567, 0.03252806964569362, 0.00675511956276017, 0.16414302251918678, 0.18708213666460008]"
BOBYQA,476,"[0.2809311420931095, 0.27301175635218, 0.011555259666547659, 0.16922498657638582, 0.011230609402140787, 0.007055842590865022, 0.03252793289615263, 0.006755059009348257, 0.16414305680815158, 0.18708278649256666]"
BOBYQA,477,"[0.28093157431532295, 0.2730117636940179, 0.01155548689623677, 0.16922514988770945, 0.011230541699612639, 0.0070554887224565715, 0.03252860006057399, 0.0067546807734235395, 0.16414318660698765, 0.18708278755794636]"
BOBYQA,478,"[0.28093157754438264, 0.2730116916114564, 0.011555362239704851, 0.16922477970751093, 0.011229896066729802, 0.0070555896289519575, 0.0325289390657868, 0.006755094275002145, 0.1641434479987568, 0.187082540650352]"
BOBYQA,479,"[0.28093158638865806, 0.2730115700897863, 0.011555193776634151, 0.16922412562897063, 0.011229452293588151, 0.007055798486968845, 0.03252938171299571, 0.006755383408451026, 0.16414354028374437, 0.18708252198955888]"
BOBYQA,480,"[0.28093176532877073, 0.273012152212661, 0.011555587209890266, 0.16922398527772856, 0.011229674539612903, 0.00705627139404776, 0.03252952593354968, 0.006755531176768455, 0.16414391181683977, 0.18708249167601312]"
BOBYQA,481,"[0.28093193904368763, 0.27301228937273675, 0.011555588928660343, 0.16922413273802575, 0.0112289368733788, 0.007056275950902109, 0.03252932779573348, 0.006755500048527346, 0.16414416567705725, 0.18708196213098352]"
BOBYQA,482,"[0.2809321174340769, 0.27301178055434044, 0.011555784317707747, 0.16922400066014803, 0.01122854049268627, 0.007056754481474883, 0.03252889372659902, 0.006755636139716438, 0.16414427873521628, 0.18708218083427078]"
BOBYQA,483,"[0.28093232231256987, 0.2730120239037431, 0.011555829160978824, 0.1692235831974902, 0.011228238014599967, 0.007056767397169448, 0.03252859171215846, 0.006755449597155994, 0.1641438185356666, 0.1870816394789354]"
BOBYQA,484,"[0.2809325673956218, 0.27301202018071546, 0.011555255742913264, 0.1692234595284049, 0.011228207168957137, 0.007057367358223787, 0.0325283758077748, 0.006755628417475174, 0.16414421001414028, 0.18708169485574425]"
BOBYQA,485,"[0.28093291940259907, 0.27301177253968856, 0.011555605096956762, 0.1692229898615668, 0.01122806150090519, 0.007057307298958537, 0.032528167377032985, 0.006755639783335554, 0.16414455182140328, 0.1870822304850606]"
BOBYQA,486,"[0.280932510002454, 0.2730115429208826, 0.01155577355410363, 0.16922310044690375, 0.011227720332304781, 0.007057757102764624, 0.03252829655372296, 0.006755045790274239, 0.16414467076734784, 0.18708203897054843]"
BOBYQA,487,"[0.2809324148571623, 0.27301150049945233, 0.01155592647232187, 0.1692235338468032, 0.011227205482999601, 0.007057589068835945, 0.03252828960518658, 0.006755442228680619, 0.16414502967211392, 0.1870815933262846]"
BOBYQA,488,"[0.2809324243672186, 0.2730118720893199, 0.011556201368779655, 0.16922395817504135, 0.011226550176843268, 0.007057806976257097, 0.03252856576764083, 0.006755655967164093, 0.16414510887536304, 0.18708162611675785]"
BOBYQA,489,"[0.2809326022068475, 0.2730118350726135, 0.01155616743064328, 0.1692235844577075, 0.011225781359508424, 0.007057978177101755, 0.03252896055777369, 0.006755863358917913, 0.16414517925282243, 0.18708167053508956]"
BOBYQA,490,"[0.280932671283264, 0.2730117681667856, 0.011556516629337748, 0.16922368780752717, 0.011225993685218991, 0.007058167154088993, 0.03252943199605403, 0.006755959783849126, 0.16414518748972842, 0.18708093180850263]"
BOBYQA,491,"[0.2809323312189601, 0.2730111215970627, 0.011556491849430098, 0.1692240329232198, 0.011225943903291758, 0.007058297630555911, 0.03252969368926501, 0.006756347253094394, 0.16414498415284295, 0.18708119088568637]"
BOBYQA,492,"[0.28093195337929794, 0.273011157423444, 0.011556766263290252, 0.16922349828754069, 0.011225623850180567, 0.0070584452784283064, 0.032529398650661547, 0.006756291001878759, 0.1641444758313984, 0.1870810426331044]"
ffjm2,1,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
ffjm2,2,"[0.24509956198312804, 0.2507920952135023, 0.1777926858234235, 0.06864324329890995, 0.1023978756580293, 0.16705312324199545, 0.1901042461546636, 0.20765178445100632, 0.2445576059100857, 0.1429106275706416]"
ffjm2,3,"[0.23710050951988218, 0.26199384848030516, 0.03169972426474307, 0.13640479494223307, 0.1815450657952091, 0.12579591117661282, 0.12551732445030095, -0.02940052783982139, -0.0113963385199293, 0.16313783021826897]"
ffjm2,4,"[0.25180927829657085, 0.25233645579537134, -0.03362863221359866, 0.20195161848749715, 0.09857327478477859, -0.07552938634955819, 0.03000211677139286, 0.011774644637332132, 0.1392074529064435, 0.18821466127874203]"
ffjm2,5,"[0.2675611986192252, 0.2341199361798787, -0.028670781865681755, 0.21432502588135466, -0.04609690053886886, -0.03182674867027824, 0.03122699977204607, 0.02356448220452456, 0.12560525479986764, 0.1775162939037957]"
ffjm2,6,"[0.28280470310903416, 0.21207302779805903, -0.0074492687925616086, 0.18656283139283286, -0.06014019715439299, 0.0199507432099858, 0.04300825936457728, 0.007186597094000935, 0.13644191248676532, 0.18167995026990633]"
ffjm2,7,"[0.29817918760699635, 0.18493432333397747, -0.011777836043143804, 0.18672647123148697, -0.04971093501266842, 0.006430991428569935, 0.03061317698234575, 0.012359842694211825, 0.12697032985228887, 0.1786701580118668]"
ffjm2,8,"[0.29947369034925597, 0.18232273740051957, -0.012933122115033332, 0.18841327556592455, -0.06776432373998974, 0.007759623481886338, 0.03690339011101326, 0.01104357469888158, 0.12942111449372665, 0.17857413315239312]"
ffjm2,9,"[0.3008477803294328, 0.17941806434903457, -0.013618651402502787, 0.18790384903950672, -0.06332772465557, 0.01081060638303353, 0.0380926213109852, 0.010062798679611977, 0.1285239168529774, 0.17841452419922676]"
ffjm2,10,"[0.30222912520437295, 0.17643593060188661, -0.014061149437700923, 0.18787359666064804, -0.061023804005853235, 0.012665509621041274, 0.03864902523913752, 0.00899521580651959, 0.1280777259386766, 0.17833597430226106]"
ffjm2,11,"[0.30360869598056867, 0.17340121397451141, -0.014419674628346087, 0.18788844941275715, -0.05988562571271801, 0.013880136767037568, 0.03891297115512252, 0.007807073165054317, 0.12782540083539817, 0.17828639966506282]"
ffjm2,12,"[0.3049839284309659, 0.17031772897846237, -0.014753894752822124, 0.18793348485922984, -0.059356324525059026, 0.014729250423246113, 0.03897881239555542, 0.006425248802721844, 0.1276465342335943, 0.1782477740811909]"
ffjm2,13,"[0.3063545542770252, 0.1671840584692857, -0.015091457726730702, 0.18800085725975985, -0.05916385864793473, 0.015364764958448388, 0.0388504396067981, 0.004734899076890469, 0.12749197182057292, 0.17821653953010158]"
ffjm2,14,"[0.30772106000866173, 0.16399771255645146, -0.015446650383998946, 0.18808736456096525, -0.059176223081793614, 0.015885394739574378, 0.03846211748465936, 0.002580948063500345, 0.1273356434487145, 0.17819299452947096]"
ffjm2,15,"[0.3090844474896206, 0.16075591696699054, -0.015830634759047554, 0.18819432051837887, -0.05933826480298865, 0.016371412430527067, 0.037600698805484584, -0.00031805033894110983, 0.12712483956020648, 0.1781742368518167]"
ffjm2,16,"[0.310446712861302, 0.15745560605198683, -0.016250066879023303, 0.1883242373644306, -0.05966309786449775, 0.016917647126927983, 0.03595128635474645, -0.004429906230901724, 0.12711069693941773, 0.17823668159678666]"
ffjm2,17,"[0.31058099161851405, 0.15712428297385383, -0.016297368671045764, 0.18833782427090748, -0.0597099103846984, 0.01699099577101979, 0.03554843864441051, -0.005140953510281153, 0.12691738784082993, 0.1782052056610857]"
ffjm2,18,"[0.31290194262170895, 0.15119989195614095, -0.017128161816929933, 0.18859664302120757, -0.06022378913019579, 0.018508835549136654, 0.032057024940436246, -0.004801943279379883, 0.1241809293949571, 0.17764327710116784]"
ffjm2,19,"[0.3130361982699025, 0.15086063696494215, -0.017177969268524152, 0.18861041774794818, -0.06033834771913218, 0.018625837010381535, 0.03172360573767716, -0.005437832102934359, 0.1244186994670206, 0.17764793316077926]"
ffjm2,20,"[0.3130496105474584, 0.1508266789721168, -0.017182948590252867, 0.18861200046207757, -0.06034957459751713, 0.018637906287418432, 0.031693185652634154, -0.00550001407642331, 0.12443993782168299, 0.17765186690949802]"
ffjm2,21,"[0.31306481643876855, 0.1507922029621709, -0.017188449769375714, 0.18861169266427405, -0.0603792328633958, 0.018654231951275885, 0.03167204093398615, -0.005521267575348099, 0.1246315199619739, 0.17775160599703593]"
ffjm2,22,"[0.3130775343217568, 0.15075865718180584, -0.017192707120181606, 0.1886154876146883, -0.06038346910012853, 0.018664644793775803, 0.031637156828087015, -0.0055917228026985955, 0.12460969501645407, 0.17769768785005208]"
ffjm2,23,"[0.3130786994259268, 0.15075534680174044, -0.017193071022566942, 0.18861606522180532, -0.06038284726945419, 0.018665439584526572, 0.031633301583436954, -0.005601337472961321, 0.12459840196230669, 0.17768502776238423]"
ffjm2,24,"[0.31307869943953215, 0.15075534676772137, -0.017193071027609353, 0.18861606522316635, -0.06038284728241105, 0.018665439597200767, 0.03163330154839976, -0.0056013375697276935, 0.12459840196847138, 0.17768502779144565]"
